PLAYER,TEAM,YEAR,AGE,GP,W,L,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,FP,DD2,TD3,+/-
Haywood Highsmith,MIA,2022,25,19,13,6,8.6,105.6,114,-8.5,5.2,2,10.5,5.6,9.7,7.6,5.3,44.6,44.6,13.1,101.54,3.6,342,,,,,,
Isaiah Livers,DET,2022,23,19,8,11,20.2,113.8,114.6,-0.8,7.7,1.4,15.9,3.7,10.9,7.2,11.4,60.6,62.9,12.5,98.25,6.6,783,,,,,,
Jahmi'us Ramsey,SAC,2022,21,19,2,17,7,112.5,118.5,-6,7.5,1.4,9.1,2.7,6.8,4.6,6.5,45.7,46.8,20.8,104.12,3.8,289,,,,,,
Kyle Guy,MIA,2022,24,19,15,4,9.8,96.5,110.1,-13.6,14.9,1.31,17,2,6.9,4.4,13,50.8,52.6,18.2,103.12,6.4,402,,,,,,
Lindell Wigginton,MIL,2022,24,19,11,8,10.5,107.3,119.2,-11.8,16.7,1.92,20.7,1.5,10.6,6.2,10.8,50,52.4,18.3,104.86,6,437,,,,,,
Malcolm Hill,CHI,2022,26,19,8,11,11.2,107.4,114.7,-7.3,5,2.67,11.8,5.1,11.8,8.4,4.4,58.7,61.9,11.8,103.2,6.3,457,,,,,,
Theo Pinson,DAL,2022,26,19,14,5,7.8,95.2,107.6,-12.4,18.1,3.4,26.2,1.2,12.4,6.7,7.7,48.7,55.3,13.8,101.77,8.7,313,,,,,,
Jay Scrubb,LAC,2022,21,18,8,10,6.7,105.5,98.6,6.9,9.5,1.14,12.3,1.6,10,6,10.8,45.7,48.6,18.8,109.34,6.5,275,,,,,,
Markelle Fultz,ORL,2022,24,18,6,12,20,103.7,109.1,-5.3,44.8,2.48,30.5,1,11.6,6.3,12.3,48.6,51.7,26.5,103.01,13.4,774,,,,,,
PJ Dozier,DEN,2022,25,18,9,9,18.9,96.6,109.5,-12.9,13.5,2.23,19.7,3.8,14.4,8.9,8.8,43.9,46.3,14.7,99.32,6.8,705,,,,,,
Alfonzo McKinnie,CHI,2022,29,17,8,9,12.1,108.6,121.5,-12.9,3.4,0.71,6.5,5.9,11.5,8.4,9.1,46.7,45.7,14.8,97.37,2,418,,,,,,
Javonte Smart,MIA,2022,23,17,11,6,11.8,99.8,110.3,-10.6,12.1,1.45,17.8,2.2,9.4,5.6,12.2,38.3,40.7,15.4,100.39,3.9,419,,,,,,
Markieff Morris,MIA,2022,32,17,10,7,17.5,112.4,107.9,4.5,11.6,1.15,14.3,5.9,8.9,7.5,12.4,53.1,54.7,19.7,99.27,6.6,613,,,,,,
Mychal Mulder,MIA,2022,28,17,3,14,14.1,100.6,110.8,-10.3,3.1,0.63,5.4,0.7,8.9,4.5,8.7,42.2,43.8,15.3,101.29,3,504,,,,,,
Patrick Williams,CHI,2022,20,17,9,8,24.8,107.8,113.3,-5.5,5.1,0.94,10,4,13.2,8.4,10.7,60.3,63.7,13.9,99.51,7.8,872,,,,,,
Udoka Azubuike,UTA,2022,22,17,11,6,11.5,107.8,105.8,2,0,0,0,9.3,23.3,16.9,18.5,75.5,74.3,14.3,100.99,11.8,408,,,,,,
Justin Anderson,IND,2022,28,16,3,13,19.7,116.7,116.9,-0.1,13.5,4.13,23.1,1.3,14.2,7.6,5.6,45.8,49.3,14.9,100,6.7,652,,,,,,
Miye Oni,UTA,2022,24,16,15,1,2.8,85.4,118.8,-33.3,17.9,5,33.3,2.4,11.8,7.6,6.7,27.8,26.5,9.5,104.28,0.3,96,,,,,,
Devontae Cacok,SAS,2022,25,15,5,10,8.1,104.5,106.1,-1.6,7.3,2,14,5.8,27.9,16.2,7,67.7,67.5,12.2,104.51,15.3,265,,,,,,
Isaac Bonga,TOR,2022,22,15,9,6,4.6,84.1,106.7,-22.6,8.9,2,17.4,4.3,3.8,4.1,8.7,26.9,36.3,10.8,104.87,2.1,151,,,,,,
Luke Kornet,BOS,2022,26,15,11,4,6.9,117.2,106.8,10.4,10.8,0,23.7,11.8,14.2,13,0,48.1,50.6,11.2,102.89,8.4,221,,,,,,
Malik Fitts,BOS,2022,24,15,13,2,4.2,93.4,109.7,-16.3,12.5,2.5,19.2,3.3,18.5,12,7.7,55.3,55.3,13.9,103.64,10.3,137,,,,,,
Neemias Queta,SAC,2022,22,15,4,11,8,104.3,108.4,-4.1,7.6,1,10.3,10.4,14.4,12.3,10.3,44.7,49.5,17.6,100.94,6.2,253,,,,,,
Vlatko Cancar,DEN,2022,25,15,7,8,11.8,104.9,104.1,0.8,13.9,1.89,23,4.1,13.3,8.5,12.2,64.6,65.7,13.1,105.21,8.5,387,,,,,,
Abdel Nader,PHX,2022,28,14,11,3,10.4,95.1,96,-0.9,6.5,0.64,12.1,2.6,14.5,8.7,19,40,43.1,13.9,107.91,3.6,327,,,,,,
Bol Bol,ORL,2022,22,14,5,9,5.8,102.3,101.7,0.5,10.2,1.25,13.5,4.9,21.1,12.7,10.8,57.4,56.5,16,103.91,11.3,177,,,,,,
Greg Monroe,MIN,2022,32,14,7,7,13.9,109.8,108.9,0.9,16.2,1.83,21.8,14.1,17.6,15.8,11.9,56.1,56.6,16.4,102.88,11,418,,,,,,
Joe Harris,BKN,2022,30,14,10,4,30.2,106.6,105.6,1.1,4.7,0.88,8.9,1.2,10.9,6.4,10.2,61.7,62.4,14.6,102.31,6.8,904,,,,,,
Kris Dunn,POR,2022,28,14,1,13,24,105.8,117.8,-12,33.9,2.47,35.9,2.7,12,7.3,14.5,43.6,48.2,17.6,101.32,8.8,707,,,,,,
RJ Nembhard Jr.,CLE,2022,23,14,6,8,4.5,82.7,91.1,-8.4,34.3,4,34.3,4.2,5.6,4.9,8.6,33.3,38,16,95.64,9.7,127,,,,,,
Brook Lopez,MIL,2022,34,13,10,3,23,110.2,111.6,-1.4,3,0.5,3.8,5.8,10.8,8.3,7.5,53.8,57,21.1,102.63,8.1,639,,,,,,
Georgios Kalaitzakis,OKC,2022,23,13,8,5,16.4,95.7,124.9,-29.3,9,0.6,10.7,2.6,7.4,4.8,17.9,53.7,53.6,20,99.61,4.3,441,,,,,,
Jamorko Pickett,DET,2022,24,13,4,9,13.6,109.1,108.8,0.3,5.7,1.4,11.1,3.2,14.1,8.6,7.9,49,49.1,13.3,101.87,5.7,374,,,,,,
Mamadi Diakite,OKC,2022,25,13,4,9,14.4,95.8,98.9,-3.2,1.8,0.29,3.3,8.4,21.6,14.9,11.5,53.2,54,13.6,96.93,8,378,,,,,,
Petr Cornelie,DEN,2022,26,13,3,10,2.9,102.3,96.5,5.8,11.5,0.75,12.5,15.9,21.9,18.4,16.7,36.7,41.8,20.8,109.36,4.6,88,,,,,,
Sharife Cooper,ATL,2022,21,13,8,5,3,62.1,106,-43.9,31.3,1,20.8,0,14.7,6.2,20.8,25,25,20.2,106.36,0,87,,,,,,
Solomon Hill,ATL,2022,31,13,7,6,10.7,109.4,95.1,14.3,11.7,12,36.4,4.3,11.5,8,3,20,20,6.4,98.81,2.1,287,,,,,,
Udonis Haslem,MIA,2022,42,13,10,3,6.4,92.7,102.3,-9.5,7.7,0.8,9.8,4.3,23.9,13.9,12.2,46.8,49.5,18.3,102.67,8.5,179,,,,,,
Brodric Thomas,BOS,2022,25,12,8,4,5,106.7,103.7,3,23.9,1.83,29.7,3.4,10.3,7.3,16.2,50,52,17.2,107.86,6.6,134,,,,,,
Isaiah Todd,WAS,2022,20,12,1,11,6.2,87.7,103.2,-15.6,9.5,1,10.8,3.4,12.3,7.5,10.8,34.6,34.9,18.8,99.69,3.3,154,,,,,,
Jabari Parker,BOS,2022,27,12,4,8,9.4,103.9,104.7,-0.8,9.4,0.75,10.7,4.2,18,11.3,14.3,57.9,63.2,19.1,99.67,11.7,231,,,,,,
Marcus Garrett,MIA,2022,23,12,11,1,10.7,114.1,108.3,5.8,6.9,3.5,21.9,7.2,10.8,9,6.3,26.2,28,8.6,95.45,1.6,256,,,,,,
Robert Woodard II,SAS,2022,22,12,0,12,3.5,111.1,94.4,16.7,8.6,3,14.3,8.6,14.6,11.1,4.8,15.6,20.7,15.8,102.39,1.4,90,,,,,,
Tim Frazier,CLE,2022,31,12,1,11,17.3,92.7,110.2,-17.5,25.4,2.27,34.7,2.4,6.6,4.5,15.3,37.8,39.8,13.7,98.84,2.3,425,,,,,,
Yves Pons,MEM,2022,23,12,9,3,5.9,85.3,106.5,-21.3,2.4,1,5.3,5.5,8.2,6.8,5.3,40.6,38.5,9.6,104.49,2.9,156,,,,,,
Braxton Key,DET,2022,25,11,5,6,17.9,113.2,105.2,8,7.7,1,11.1,5.8,18.7,11.8,11.1,50,50.8,18.4,102.5,8.4,418,,,,,,
Collin Sexton,CLE,2022,23,11,7,4,28.8,99.2,105,-5.8,12.5,0.74,10.4,4.1,6.6,5.4,14,48.7,52.3,26.4,99.96,7.4,663,,,,,,
Devon Dotson,CHI,2022,22,11,5,6,7.7,109.6,112,-2.4,28.3,3,31.9,1.1,10.5,5.5,10.6,52.2,53.8,15.6,99.19,6.4,177,,,,,,
Myles Powell,PHI,2022,24,11,8,3,4.7,106.3,121.4,-15.1,8.8,1,12.5,1.9,9.8,5.8,12.5,32.4,36.4,16.3,102.79,-0.3,111,,,,,,
Quinndary Weatherspoon,GSW,2022,25,11,8,3,6.7,110.8,119.4,-8.6,10.2,1.67,16.7,2.9,18.2,10.4,10,59.5,64.7,15,102.33,6.5,158,,,,,,
Tacko Fall,CLE,2022,26,11,4,7,5.3,100,100.8,-0.8,4.8,0.67,10,11.5,27.1,19.2,15,41.7,39.8,12.4,98.8,9.1,124,,,,,,
Chris Silva,MIA,2022,25,10,7,3,9.1,101.5,117.6,-16.1,13,0.88,20,12.7,27.4,19.4,22.9,53.3,64.1,12.3,102.15,7.4,195,,,,,,
Louis King,SAC,2022,23,10,2,8,10.4,103.1,115,-11.9,12.5,0,15,0,11.5,5.1,0,40.4,43.8,19.5,104.7,4.7,225,,,,,,
Reggie Perry,POR,2022,22,10,0,10,18.7,100.5,117.1,-16.6,11.8,1.09,11.1,7.4,16.5,11.8,10.2,52.5,53.7,22.2,100.22,9.1,385,,,,,,
Ryan Arcidiacono,NYK,2022,28,10,8,2,7.6,91.1,99.4,-8.2,9.1,1.33,21.1,0,10.5,5.2,15.8,66.7,66.7,8.5,99.14,6.3,158,,,,,,
Trevelin Queen,HOU,2022,25,10,1,9,7.4,112.9,107.3,5.6,7.4,0.57,8.9,9.1,13.4,11.1,15.6,59.1,61.9,21.9,105.43,10.8,163,,,,,,
Xavier Moon,LAC,2022,27,10,7,3,13.7,112.9,111.5,1.4,24.5,4,28.9,1.4,7.2,4.5,7.2,53.9,54.5,17.7,103.08,10,294,,,,,,
Cassius Stanley,DET,2022,22,9,3,6,17.2,100.9,105.2,-4.3,4.3,0.67,6.7,2.8,8.4,5.5,10,45.7,51.6,14.8,101.42,5.6,327,,,,,,
Didi Louzada,POR,2022,22,9,0,9,14.4,83,112.1,-29.1,7,1,11.4,3.4,9.6,6.3,11.4,50,51.7,13,100.92,4.2,271,,,,,,
Frank Kaminsky,PHX,2022,29,9,8,1,20.1,105.5,96,9.6,10.5,2.6,14.1,6,14.4,10.5,5.4,58.3,63.5,18.5,105.45,14.1,398,,,,,,
Freddie Gillespie,ORL,2022,25,9,1,8,13.2,96.7,110.4,-13.6,6.1,1,14.3,9.9,18.3,14,14.3,40.9,41.9,10.9,98.28,5.7,245,,,,,,
Jeff Dowtin Jr.,ORL,2022,25,9,4,5,12,97.4,109.6,-12.3,13.9,2,24.4,6.5,9.7,8,12.2,32.7,35.3,11.9,101.76,5,230,,,,,,
Marko Simonovic,CHI,2022,22,9,4,5,3.9,105.4,104.2,1.2,0,0,0,12.2,11.9,12,9.1,30,42.8,24.7,99.59,3.3,74,,,,,,
Michael Porter Jr.,DEN,2022,24,9,5,4,29.4,104.5,94.7,9.8,8.5,1.42,12.6,3.5,17.2,10.8,8.9,40.8,41.6,19.2,100.33,7.4,556,,,,,,
Paul Watson,OKC,2022,27,9,2,7,17.4,99.7,117.6,-17.9,7.4,2,16.7,1.6,14.5,7.7,8.3,42.9,43.2,10.6,101.86,4.8,333,,,,,,
Xavier Sneed,UTA,2022,24,9,7,2,4.3,93.8,97.6,-3.8,3.6,0,9.1,4.1,11.1,7.1,0,25,25,10.9,101.04,0.6,80,,,,,,
Hassani Gravett,ORL,2022,25,8,2,6,21.4,105.8,107.6,-1.8,17.7,2.22,29,0.6,11.4,6.3,13,61.8,62.9,13,95.95,8.4,344,,,,,,
Nik Stauskas,BOS,2022,28,8,7,1,4.8,109.5,90.2,19.3,6.5,2,10,2.4,4.9,3.7,5,50,54.1,18.4,102.71,6.7,84,,,,,,
Victor Oladipo,MIA,2022,30,8,4,4,21.6,103.3,104.7,-1.4,27.7,1.75,22.4,1.7,11,6.5,12.8,58.2,60.8,24.7,99.54,13,359,,,,,,
Cassius Winston,WAS,2022,24,7,1,6,5.6,107.7,111.1,-3.4,28,2.33,30.4,0,2.7,1.3,13,45.5,54.9,18.4,97.86,2,78,,,,,,
Gabriel Deck,OKC,2022,27,7,2,5,7.9,100,113.6,-13.6,14.7,2.5,23.8,1.7,7.7,4.8,9.5,64.3,64.3,11.9,102.72,8.2,120,,,,,,
James Ennis III,DEN,2022,31,7,3,4,7.9,110.1,109.2,0.9,8.1,1.5,9.7,8.6,12.1,10.3,6.5,52.1,55.3,20.6,103.17,9.8,119,,,,,,
Jaylen Hoard,OKC,2022,23,7,2,5,34.2,101.8,119.1,-17.2,11.3,2.13,14,11.2,22.8,16.7,6.6,53.9,53.6,18.4,98.58,12.1,491,,,,,,
Joel Ayayi,WAS,2022,22,7,1,6,2.9,94.7,82.5,12.2,36.4,0,40,3.7,10.5,6.5,0,16.7,16.7,13.3,92.6,5.9,38,,,,,,
Justin Jackson,PHX,2022,27,7,6,1,5.2,84.4,100,-15.6,12.5,2,10.5,1.9,16.7,7.9,5.3,43.3,47.2,17.7,102.01,9.6,77,,,,,,
Langston Galloway,MIL,2022,30,7,4,3,15.2,93.4,100,-6.6,15.6,2,27.3,2.3,10.6,6.7,13.6,26.9,26.9,11.8,102.34,2.9,229,,,,,,
Vernon Carey Jr.,WAS,2022,21,7,3,4,6.3,84.7,132.3,-47.6,0,0,0,14.5,9.3,12.2,14.3,53.8,53.4,17.9,105.46,5.5,98,,,,,,
Aaron Henry,PHI,2022,22,6,6,0,2.8,71.1,127,-56,0,0,0,0,4.8,2.4,28.6,20,20,14.9,105.99,-7.9,38,,,,,,
Chandler Hutchison,PHX,2022,26,6,4,2,3.7,109.6,82.4,27.3,10.5,0.5,22.2,0,16.7,9.1,44.4,50,69.4,11.1,110.47,6.7,52,,,,,,
Dakota Mathias,MEM,2022,26,6,5,1,2.7,66.7,92.1,-25.4,12.5,0,14.3,0,15.4,5.7,0,50,50,15,109.46,10.2,36,,,,,,
Sam Merrill,MEM,2022,26,6,2,4,9.6,101.6,112.7,-11.1,10.8,2,12.9,1.2,10.7,5,6.5,47.9,48.5,17.8,99.6,5.4,122,,,,,,
Tyler Johnson,SAS,2022,30,6,2,4,15.2,111.9,113.8,-1.9,10,3.5,24.1,2.9,10,6.2,6.9,42.5,42.5,10,102.44,4,194,,,,,,
Tyrone Wallace,NOP,2022,28,6,4,2,12.5,111.5,121.4,-9.9,1.7,0.5,4,0,13.3,6,8,40,38.3,13,101.23,1.1,157,,,,,,
Aleem Ford,ORL,2022,24,5,2,3,14.7,98.6,120.7,-22.1,4.3,0.5,7.7,2.8,16,9.9,15.4,35,35,14.8,93.68,2.2,142,,,,,,
Brandon Knight,DAL,2022,30,5,2,3,12.9,103.6,107.2,-3.6,20,2,19.5,0,9.8,5.4,9.8,48,56.1,21.6,103,10.9,138,,,,,,
Carlik Jones,DEN,2022,24,5,3,2,4.7,88.7,121.8,-33.1,41.7,1.67,27.8,4.2,6.9,5.7,16.7,11.1,20.2,22,111.44,1.6,53,,,,,,
Chaundee Brown Jr.,ATL,2022,23,5,1,4,20.7,104.1,112.8,-8.7,5.6,4,10,0.9,13.9,7.1,2.5,40.6,44.7,14.6,101.18,4.9,218,,,,,,
Devin Cannady,ORL,2022,26,5,2,3,28.9,107,109.6,-2.6,10.2,2,16.1,0.6,3.2,1.9,8.1,51.1,53.1,15.6,99.46,4.4,298,,,,,,
Jared Harper,NOP,2022,24,5,2,3,8.6,133.3,123.5,9.8,53.8,7,32.6,4.7,0,2.5,4.7,63.5,66.6,28.7,94.58,17.9,84,,,,,,
McKinley Wright IV,MIN,2022,23,5,3,2,3.8,102.4,128.2,-25.8,23.1,3,42.9,0,0,0,14.3,83.3,83.3,8.2,103.04,6,42,,,,,,
Rayjon Tucker,MIL,2022,24,5,2,3,14.2,114.8,117.5,-2.7,17.2,10,43.5,5.1,7.6,6.4,4.3,88.9,86.9,7.5,109.12,8.5,162,,,,,,
BJ Johnson,ORL,2022,26,4,2,2,16.1,103.8,113,-9.2,0,0,0,9.1,12.2,10.7,0,52,52,16.9,97.34,8.3,131,,,,,,
Carsen Edwards,DET,2022,24,4,1,3,19.8,108.5,114.4,-5.9,25,2.8,28.6,2.2,4.4,3.3,10.2,36.7,37.8,17.9,100.65,4.2,165,,,,,,
D.J. Wilson,TOR,2022,26,4,2,2,13.5,100,116.5,-16.5,14.7,2.5,18.5,1.7,23.8,13,7.4,73.3,77.3,15.9,109.18,16.2,125,,,,,,
Eugene Omoruyi,DAL,2022,25,4,1,3,4.5,100,88.1,11.9,16.7,0,22.2,11.1,27.8,19.4,0,50,51.8,15.6,110.46,13.8,40,,,,,,
Gabriel Lundberg,PHX,2022,27,4,1,3,11.1,121.4,103.1,18.3,26.8,3.67,33.3,4,11.9,7.6,9.1,34.2,34.2,19.1,105.88,4.7,98,,,,,,
George King,DAL,2022,28,4,2,2,4.8,87.8,150,-62.2,0,0,0,0,25,13.2,14.3,0,8.5,15.9,103.96,-6.5,41,,,,,,
JaQuori McLaughlin,DAL,2022,24,4,2,2,2.7,100,134.6,-34.6,20,0,50,0,0,0,0,0,0,6.5,114.5,-2.1,26,,,,,,
Jay Huff,LAL,2022,24,4,0,4,5.1,88.6,52.2,36.5,7.1,1,20,4,11.1,7.7,20,0,0,8.3,106.67,2,44,,,,,,
Jordan Schakel,WAS,2022,24,4,1,3,7.6,101.6,93.8,7.9,0,0,0,6.3,18.8,12.5,7.7,13.6,21,19.1,99.12,2.1,61,,,,,,
Mason Jones,LAL,2022,23,4,2,2,12.6,114.7,91.9,22.8,12.9,4,15.4,2,14.8,9,3.8,50,62.5,18,104.38,12.6,109,,,,,,
Moses Wright,DAL,2022,23,4,4,0,3.7,100,121.9,-21.9,18.2,0,28.6,8.3,14.3,11.5,0,25,47,13.9,104.25,10.6,32,,,,,,
Zavier Simpson,OKC,2022,25,4,1,3,43.5,98.6,125.1,-26.5,25,3,31.9,1,11.4,5.8,10.6,37.5,40.6,15.8,97.75,5.9,354,,,,,,
Cameron McGriff,POR,2022,24,3,0,3,15.3,122.3,115.1,7.3,8.6,0,16.7,9.8,20.9,14.4,0,42.9,47,12.2,97.64,8.4,94,,,,,,
Cat Barber,ATL,2022,27,3,0,3,4.3,131,96.4,34.6,20,3,30,9.1,28.6,16.7,10,0,0,21.9,106.46,-7.4,29,,,,,,
Cheick Diallo,DET,2022,25,3,0,3,10.2,82.2,132.9,-50.7,0,0,0,9.8,29.6,17.6,8.3,37.5,51.7,14.5,112.03,7.5,73,,,,,,
Craig Sword,WAS,2022,28,3,1,2,6.3,102.9,94.6,8.3,10,1,16.7,0,0,0,16.7,75,75,12.5,91.03,3.3,35,,,,,,
DaQuan Jeffries,MEM,2022,24,3,3,0,2.9,89.5,100,-10.5,16.7,0,33.3,0,25,10.5,0,50,50,9.1,106.46,7.8,19,,,,,,
Daniel Oturu,TOR,2022,22,3,1,2,9.1,94.8,131.7,-36.8,0,0,0,3.6,14.8,9.1,0,50,54.9,12.5,103.81,6.7,58,,,,,,
Darren Collison,LAL,2022,34,3,1,2,12.4,98.9,117.2,-18.4,6.3,2,20,0,9.1,4.4,10,28.6,28.6,7.7,113.65,0,89,,,,,,
Deividas Sirvydis,DET,2022,22,3,1,2,8.9,67.2,109.5,-42.3,6.3,0,9.1,0,20,9,0,15,15,14.9,111.82,0.7,61,,,,,,
Derrick Walton Jr.,DET,2022,27,3,1,2,36.1,103.5,103,0.5,26.9,1.91,35,1.5,6.8,4,18.3,28.8,34.2,14.2,103.35,4.8,231,,,,,,
Emanuel Terry,PHX,2022,25,3,2,1,6.1,60,110.3,-50.3,22.2,0.4,16.7,28.6,38.9,32.6,41.7,0,0,18.9,104.12,0,40,,,,,,
Jarron Cumberland,POR,2022,24,3,0,3,4.1,144,103.8,40.2,10,0,33.3,5.9,18.2,10.7,0,50,50,6.1,99.38,5.8,25,,,,,,
Jaylen Morris,SAS,2022,26,3,0,3,5.3,114.3,91.4,22.9,14.3,2,18.2,0,11.8,5.9,9.1,0,12.9,23.1,104.78,-7.4,35,,,,,,
Jon Teske,MEM,2022,25,3,3,0,2.6,82.4,89.5,-7.1,16.7,0,33.3,0,28.6,11.1,0,0,0,10,111.6,0,17,,,,,,
Melvin Frazier Jr.,OKC,2022,25,3,0,3,39.9,91.5,130.3,-38.8,1.3,0.33,1.8,3.3,7.2,4.9,5.5,28.1,31.3,19.1,98.56,-0.7,247,,,,,,
Micah Potter,DET,2022,24,3,2,1,10.3,60.3,116.7,-56.4,0,0,0,9.5,12.5,11,8.3,45.5,50.5,14.8,112.51,9.3,73,,,,,,
Norvel Pelle,UTA,2022,29,3,0,3,6.3,53.7,107.9,-54.2,0,0,0,15,15.8,15.4,28.6,60,60,15.2,99.7,12.2,41,,,,,,
Tremont Waters,WAS,2022,24,3,0,3,16.8,105.4,122.5,-17.1,17.9,1.75,28,0,7.7,4,16,35.7,35.7,15,105.97,3.4,111,,,,,,
Wayne Selden,NYK,2022,27,3,2,1,6.4,80.5,115,-34.5,9.1,0,14.3,0,5.3,2.4,0,37.5,43.4,13.6,101.57,1.5,41,,,,,,
Wes Iwundu,ATL,2022,27,3,2,1,27.4,117,118.4,-1.4,0,0,0,3.6,14.3,8.4,4.8,52.8,55.7,11.1,95.75,4.1,165,,,,,,
Anthony Lamb,HOU,2022,24,2,0,2,3.8,105.9,76.5,29.4,40,0,50,0,12.5,5.6,0,0,0,10.5,106.2,3.6,17,,,,,,
Arnoldas Kulboka,CHA,2022,24,2,2,0,2.7,50,150,-100,0,0,0,0,0,0,0,0,0,7.1,108.68,-11.4,12,,,,,,
Cameron Oliver,ATL,2022,25,2,1,1,21.7,122.5,123.3,-0.9,9.7,0,15.8,5.1,12.1,8.3,0,70,70.5,16.7,99.21,10.4,89,,,,,,
Damyean Dotson,NYK,2022,28,2,1,1,10.3,109.8,110.5,-0.8,7.1,0,20,0,11.1,5.6,0,50,50,8.9,92.3,6.4,41,,,,,,
David Johnson,TOR,2022,21,2,2,0,1,50,125,-75,0,0,0,0,0,0,0,0,0,14.3,120.91,-16.7,6,,,,,,
Emmanuel Mudiay,SAC,2022,26,2,0,2,5.5,84,107.7,-23.7,57.1,4,44.4,0,0,0,11.1,0,39.9,19.2,111.44,6.7,25,,,,,,
Feron Hunt,NYK,2022,22,2,2,0,4.2,72.2,82.4,-10.1,20,1,25,9.1,0,4.2,25,0,0,13.6,100.4,-8.3,18,,,,,,
Gabe York,IND,2022,28,2,0,2,10.7,105.8,120.4,-14.6,22.2,4,28.6,0,14.3,6.1,7.1,35.7,43.5,17.9,113.78,4.4,52,,,,,,
Jaden Springer,PHI,2022,19,2,2,0,2.8,69.2,141.7,-72.4,0,0,0,14.3,12.5,13.3,50,100,100,11.8,106.51,18.4,13,,,,,,
Jemerrio Jones,LAL,2022,27,2,0,2,7.4,83.9,121.9,-38,0,0,0,11.8,5.6,8.6,0,66.7,66.7,8.3,102.74,6.9,31,,,,,,
Jordan Goodwin,WAS,2022,23,2,1,1,3,40,150,-110,0,0,0,0,20,7.7,0,0,0,25,72.81,-28.6,10,,,,,,
Juwan Morgan,BOS,2022,25,2,1,1,15.5,106.2,132.3,-26.2,4.3,0,25,6.1,6.5,6.3,0,83.3,83.3,4,100.76,3.3,65,,,,,,
MJ Walker,PHX,2022,24,2,1,1,4.2,70,89.5,-19.5,16.7,0,20,0,14.3,4.8,0,0,0,13.8,111.52,-5,20,,,,,,
Mac McClung,LAL,2022,23,2,2,0,12.2,124.5,105.4,19.2,5.9,0.33,10,0,10.7,6.7,30,58.3,62.1,16.4,107.29,2.4,53,,,,,,
Nate Hinton,IND,2022,23,2,0,2,1.2,133.3,57.1,76.2,0,0,0,0,0,0,50,0,0,25,128.57,-22.2,6,,,,,,
Paris Bass,PHX,2022,26,2,2,0,3.7,94.4,93.8,0.7,0,0,0,20,22.2,21.1,22.2,33.3,43.6,36,110.52,8.9,18,,,,,,
Rob Edwards,OKC,2022,25,2,0,2,5.4,50,109.1,-59.1,0,0,0,0,21.4,10.3,20,37.5,37.5,22.7,92.9,8,20,,,,,,
Scottie Lewis,CHA,2022,22,2,1,1,3.3,100,111.8,-11.8,20,0,50,0,0,0,0,0,56.8,5.9,117.25,8,15,,,,,,
Sekou Doumbouya,LAL,2022,21,2,0,2,8.2,108.3,40.5,67.8,0,0,0,11.1,18.2,15,16.7,68.8,71.7,28.6,106.94,37.6,36,,,,,,
Shaq Buchanan,MEM,2022,25,2,2,0,4.9,108.7,117.4,-8.7,25,1,25,9.1,14.3,11.1,25,25,25,21.4,112.46,1.2,23,,,,,,
Shaquille Harrison,BKN,2022,28,2,1,1,11.3,91.8,104.3,-12.4,18.8,1.5,27.3,5.3,12.5,9.3,18.2,33.3,33.3,14.8,102.02,3.8,49,,,,,,
Trevon Scott,CLE,2022,25,2,1,1,5.7,104,84.6,19.4,0,0,0,7.1,8.3,7.7,0,50,50,20.7,107.68,9.8,25,,,,,,
Tyrell Terry,MEM,2022,21,2,2,0,1.5,137.5,144.4,-6.9,0,0,0,0,0,0,0,100,100,11.1,133.77,5.3,8,,,,,,
Ade Murkey,SAC,2022,24,1,0,1,1.5,33.3,66.7,-33.3,0,0,0,0,0,0,0,0,0,0,98.18,0,3,,,,,,
Ahmad Caver,IND,2022,25,1,0,1,0.8,200,66.7,133.3,0,0,0,0,0,0,0,100,100,50,142.29,40,2,,,,,,
CJ Miles,BOS,2022,35,1,1,0,2,80,180,-100,0,0,0,0,0,0,0,0,0,0,123.08,-9.1,5,,,,,,
DeJon Jarreau,IND,2022,24,1,0,1,0.9,200,100,100,0,0,0,0,0,0,0,0,0,0,111.41,0,2,,,,,,
Jaime Echenique,WAS,2022,25,1,1,0,3.1,20,50,-30,0,0,0,0,0,0,0,0,0,0,70.43,0,5,,,,,,
Javin DeLaurier,MIL,2022,24,1,1,0,2.8,171.4,114.3,57.1,0,0,0,0,25,20,0,0,0,0,120,5.1,7,,,,,,
Jaysean Paige,DET,2022,27,1,1,0,6.6,43.8,113.3,-69.6,33.3,1,20,0,9.1,4.3,20,0,0,21.1,112.44,-28.6,16,,,,,,
Joe Johnson,BOS,2022,41,1,1,0,2,80,180,-100,0,0,0,0,0,0,0,100,100,20,123.08,18.2,5,,,,,,
Jordan Bell,CHI,2022,27,1,1,0,2,200,175,25,0,0,0,50,0,50,0,0,0,0,95.21,-3.3,4,,,,,,
Malik Newman,CLE,2022,25,1,0,1,7.7,91.7,83.3,8.3,100,1,12.5,0,10,5.3,12.5,60,68,43.8,74.97,51.9,12,,,,,,
Matt Mooney,NYK,2022,27,1,1,0,1.9,40,140,-100,0,0,0,0,0,0,50,0,0,40,124.14,-9.1,5,,,,,,
Matt Ryan,BOS,2022,25,1,1,0,5.3,116.7,91.7,25,0,0,0,0,0,0,0,30,30,35.7,109.71,0,12,,,,,,
